Category,Item,Age,Year,Value
Housing,Fuel oil and other fuels,65 and 74,2010,192
Housing,Fuel oil and other fuels,65 and 74,2011,229
Housing,Fuel oil and other fuels,65 and 74,2012,194
Housing,Fuel oil and other fuels,75 and over,2003,135
Housing,Fuel oil and other fuels,75 and over,2004,164
Housing,Fuel oil and other fuels,75 and over,2005,192
Housing,Fuel oil and other fuels,75 and over,2006,185
Housing,Fuel oil and other fuels,75 and over,2007,232
Housing,Fuel oil and other fuels,75 and over,2008,309
Housing,Fuel oil and other fuels,75 and over,2009,179
Housing,Fuel oil and other fuels,75 and over,2010,235
Housing,Fuel oil and other fuels,75 and over,2011,267
Housing,Fuel oil and other fuels,75 and over,2012,208
Food,Other meats,0 to 25,2003,53
Food,Other meats,0 to 25,2004,53
Food,Other meats,0 to 25,2005,59
Food,Other meats,0 to 25,2006,59
Food,Other meats,0 to 25,2007,71
Food,Other meats,0 to 25,2008,66
Food,Other meats,0 to 25,2009,68
Food,Other meats,0 to 25,2010,69
Food,Other meats,0 to 25,2011,63
Food,Other meats,0 to 25,2012,77
Food,Other meats,25 and 34,2003,90
Food,Other meats,25 and 34,2004,97
Food,Other meats,25 and 34,2005,95
Food,Other meats,25 and 34,2006,92
Food,Other meats,25 and 34,2007,89
Food,Other meats,25 and 34,2008,91
Food,Other meats,25 and 34,2009,102
Food,Other meats,25 and 34,2010,105
Food,Other meats,25 and 34,2011,110
Food,Other meats,25 and 34,2012,111
Food,Other meats,35 and 44,2003,123
Food,Other meats,35 and 44,2004,125
Food,Other meats,35 and 44,2005,133
Food,Other meats,35 and 44,2006,131
Food,Other meats,35 and 44,2007,127
Food,Other meats,35 and 44,2008,129
Food,Other meats,35 and 44,2009,139
Food,Other meats,35 and 44,2010,140
Food,Other meats,35 and 44,2011,155
Food,Other meats,35 and 44,2012,148
Food,Other meats,45 and 54,2003,123
Food,Other meats,45 and 54,2004,140
Food,Other meats,45 and 54,2005,117
Food,Other meats,45 and 54,2006,132
Food,Other meats,45 and 54,2007,125
Food,Other meats,45 and 54,2008,132
Food,Other meats,45 and 54,2009,129
Food,Other meats,45 and 54,2010,147
Food,Other meats,45 and 54,2011,157
Food,Other meats,45 and 54,2012,144
Food,Other meats,55 and 64,2003,108
Food,Other meats,55 and 64,2004,102
Food,Other meats,55 and 64,2005,107
Food,Other meats,55 and 64,2006,100
Food,Other meats,55 and 64,2007,107
Food,Other meats,55 and 64,2008,102
Food,Other meats,55 and 64,2009,110
Food,Other meats,55 and 64,2010,117
Food,Other meats,55 and 64,2011,120
Food,Other meats,55 and 64,2012,121
Food,Other meats,65 and 74,2003,92
Food,Other meats,65 and 74,2004,113
Food,Other meats,65 and 74,2005,92
Food,Other meats,65 and 74,2006,91
Food,Other meats,65 and 74,2007,93
Food,Other meats,65 and 74,2008,102
Food,Other meats,65 and 74,2009,114
Food,Other meats,65 and 74,2010,106
Food,Other meats,65 and 74,2011,102
Food,Other meats,65 and 74,2012,122
Food,Other meats,75 and over,2003,74
Food,Other meats,75 and over,2004,68
Food,Other meats,75 and over,2005,65
Food,Other meats,75 and over,2006,70
Food,Other meats,75 and over,2007,72
Food,Other meats,75 and over,2008,74
Food,Other meats,75 and over,2009,87
Food,Other meats,75 and over,2010,76
Food,Other meats,75 and over,2011,80
Food,Other meats,75 and over,2012,84
Transportation,Other vehicle purchases,0 to 25,2003,19
Transportation,Other vehicle purchases,0 to 25,2004,63
Transportation,Other vehicle purchases,0 to 25,2005,95
Transportation,Other vehicle purchases,0 to 25,2006,47
Transportation,Other vehicle purchases,0 to 25,2007,89
Transportation,Other vehicle purchases,0 to 25,2008,259
Transportation,Other vehicle purchases,0 to 25,2009,17
Transportation,Other vehicle purchases,0 to 25,2010,91
Transportation,Other vehicle purchases,0 to 25,2011,28
Transportation,Other vehicle purchases,0 to 25,2012,207
Transportation,Other vehicle purchases,25 and 34,2003,96
Transportation,Other vehicle purchases,25 and 34,2004,46
Transportation,Other vehicle purchases,25 and 34,2005,71
Transportation,Other vehicle purchases,25 and 34,2006,71
Transportation,Other vehicle purchases,25 and 34,2007,133
Transportation,Other vehicle purchases,25 and 34,2008,134
Transportation,Other vehicle purchases,25 and 34,2009,74
Transportation,Other vehicle purchases,25 and 34,2010,38
Transportation,Other vehicle purchases,25 and 34,2011,104
Transportation,Other vehicle purchases,25 and 34,2012,72
Transportation,Other vehicle purchases,35 and 44,2003,98
Transportation,Other vehicle purchases,35 and 44,2004,79
Transportation,Other vehicle purchases,35 and 44,2005,175
Transportation,Other vehicle purchases,35 and 44,2006,85
Transportation,Other vehicle purchases,35 and 44,2007,122
Transportation,Other vehicle purchases,35 and 44,2008,148
Transportation,Other vehicle purchases,35 and 44,2009,39
Transportation,Other vehicle purchases,35 and 44,2010,86
Transportation,Other vehicle purchases,35 and 44,2011,90
Transportation,Other vehicle purchases,35 and 44,2012,70
Transportation,Other vehicle purchases,45 and 54,2003,113
Transportation,Other vehicle purchases,45 and 54,2004,138
Transportation,Other vehicle purchases,45 and 54,2005,62
Transportation,Other vehicle purchases,45 and 54,2006,85
Transportation,Other vehicle purchases,45 and 54,2007,174
Transportation,Other vehicle purchases,45 and 54,2008,129
Transportation,Other vehicle purchases,45 and 54,2009,82
Transportation,Other vehicle purchases,45 and 54,2010,39
Transportation,Other vehicle purchases,45 and 54,2011,55
Transportation,Other vehicle purchases,45 and 54,2012,49
Transportation,Other vehicle purchases,55 and 64,2003,20
Transportation,Other vehicle purchases,55 and 64,2004,58
Transportation,Other vehicle purchases,55 and 64,2005,90
Transportation,Other vehicle purchases,55 and 64,2006,28
Transportation,Other vehicle purchases,55 and 64,2007,66
Transportation,Other vehicle purchases,55 and 64,2008,174
Transportation,Other vehicle purchases,55 and 64,2009,65
Transportation,Other vehicle purchases,55 and 64,2010,80
Transportation,Other vehicle purchases,55 and 64,2011,70
Transportation,Other vehicle purchases,55 and 64,2012,40
Transportation,Other vehicle purchases,65 and 74,2003,38
Transportation,Other vehicle purchases,65 and 74,2004,9
Transportation,Other vehicle purchases,65 and 74,2005,13
Transportation,Other vehicle purchases,65 and 74,2006,0
Transportation,Other vehicle purchases,65 and 74,2007,56
Transportation,Other vehicle purchases,65 and 74,2008,46
Transportation,Other vehicle purchases,65 and 74,2009,61
Transportation,Other vehicle purchases,65 and 74,2010,8
Transportation,Other vehicle purchases,65 and 74,2011,45
Transportation,Other vehicle purchases,65 and 74,2012,12
Transportation,Other vehicle purchases,75 and over,2003,1
Transportation,Other vehicle purchases,75 and over,2004,0
Transportation,Other vehicle purchases,75 and over,2005,0
Transportation,Other vehicle purchases,75 and over,2006,0
Transportation,Other vehicle purchases,75 and over,2007,0
Transportation,Other vehicle purchases,75 and over,2008,58
Transportation,Other vehicle purchases,75 and over,2009,0
Transportation,Other vehicle purchases,75 and over,2010,0
Transportation,Other vehicle purchases,75 and over,2011,3
Transportation,Other vehicle purchases,75 and over,2012,0
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2003,87
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2004,159
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2005,140
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2006,137
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2007,154
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2008,184
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2009,139
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2010,185
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2011,231
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",0 to 25,2012,261
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2003,554
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2004,601
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2005,645
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2006,660
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2007,623
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2008,663
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2009,608
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2010,602
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2011,547
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",25 and 34,2012,518
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2003,921
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2004,888
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2005,1006
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2006,1114
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2007,1043
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2008,896
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2009,947
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2010,978
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2011,1041
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",35 and 44,2012,973
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2003,1180
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2004,1211
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2005,1253
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2006,1175
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2007,1356
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2008,1477
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2009,1120
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2010,1200
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2011,1238
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",45 and 54,2012,1216
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2003,1260
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2004,1398
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2005,1692
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2006,1676
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2007,1515
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2008,1489
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2009,1563
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2010,1362
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2011,1456
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",55 and 64,2012,1453
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2003,1480
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2004,1283
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2005,1435
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2006,1416
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2007,1513
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2008,1634
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2009,1876
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2010,1797
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2011,1551
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",65 and 74,2012,1843
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2003,1050
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2004,1205
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2005,1204
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2006,1247
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2007,1369
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2008,1629
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2009,1556
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2010,1473
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2011,1459
Housing,"Maintenance, rep., ins., oth. exp., owned dwelling",75 and over,2012,1587
Personal insurance and pensions,Pensions and Social Security,0 to 25,2003,1342
Personal insurance and pensions,Pensions and Social Security,0 to 25,2004,1695
Personal insurance and pensions,Pensions and Social Security,0 to 25,2005,2088
Personal insurance and pensions,Pensions and Social Security,0 to 25,2006,2249
Personal insurance and pensions,Pensions and Social Security,0 to 25,2007,2401
Personal insurance and pensions,Pensions and Social Security,0 to 25,2008,2246
Personal insurance and pensions,Pensions and Social Security,0 to 25,2009,1957
Personal insurance and pensions,Pensions and Social Security,0 to 25,2010,2013
Personal insurance and pensions,Pensions and Social Security,0 to 25,2011,2154
Personal insurance and pensions,Pensions and Social Security,0 to 25,2012,2289
Personal insurance and pensions,Pensions and Social Security,25 and 34,2003,3937
Personal insurance and pensions,Pensions and Social Security,25 and 34,2004,4529
Personal insurance and pensions,Pensions and Social Security,25 and 34,2005,4903
Personal insurance and pensions,Pensions and Social Security,25 and 34,2006,5079
Personal insurance and pensions,Pensions and Social Security,25 and 34,2007,4995
Personal insurance and pensions,Pensions and Social Security,25 and 34,2008,5354
Personal insurance and pensions,Pensions and Social Security,25 and 34,2009,5147
Personal insurance and pensions,Pensions and Social Security,25 and 34,2010,5151
Personal insurance and pensions,Pensions and Social Security,25 and 34,2011,5207
Personal insurance and pensions,Pensions and Social Security,25 and 34,2012,5169
Personal insurance and pensions,Pensions and Social Security,35 and 44,2003,4814
Personal insurance and pensions,Pensions and Social Security,35 and 44,2004,5881
Personal insurance and pensions,Pensions and Social Security,35 and 44,2005,6532
Personal insurance and pensions,Pensions and Social Security,35 and 44,2006,6726
Personal insurance and pensions,Pensions and Social Security,35 and 44,2007,6694
Personal insurance and pensions,Pensions and Social Security,35 and 44,2008,6881
Personal insurance and pensions,Pensions and Social Security,35 and 44,2009,6851
Personal insurance and pensions,Pensions and Social Security,35 and 44,2010,6664
Personal insurance and pensions,Pensions and Social Security,35 and 44,2011,6760
Personal insurance and pensions,Pensions and Social Security,35 and 44,2012,6709
Personal insurance and pensions,Pensions and Social Security,45 and 54,2003,5403
Personal insurance and pensions,Pensions and Social Security,45 and 54,2004,6410
Personal insurance and pensions,Pensions and Social Security,45 and 54,2005,6874
Personal insurance and pensions,Pensions and Social Security,45 and 54,2006,6933
Personal insurance and pensions,Pensions and Social Security,45 and 54,2007,7087
Personal insurance and pensions,Pensions and Social Security,45 and 54,2008,7458
Personal insurance and pensions,Pensions and Social Security,45 and 54,2009,7226
Personal insurance and pensions,Pensions and Social Security,45 and 54,2010,7227
Personal insurance and pensions,Pensions and Social Security,45 and 54,2011,7052
Personal insurance and pensions,Pensions and Social Security,45 and 54,2012,7749
Personal insurance and pensions,Pensions and Social Security,55 and 64,2003,4249
Personal insurance and pensions,Pensions and Social Security,55 and 64,2004,5214
Personal insurance and pensions,Pensions and Social Security,55 and 64,2005,5368
Personal insurance and pensions,Pensions and Social Security,55 and 64,2006,5267
Personal insurance and pensions,Pensions and Social Security,55 and 64,2007,5732
Personal insurance and pensions,Pensions and Social Security,55 and 64,2008,6424
Personal insurance and pensions,Pensions and Social Security,55 and 64,2009,6347
